iso2,year,new_sp,cases,sex,age
AS,1996,0.0,,m,04
AS,1997,6.0,,m,04
AS,1998,2.0,,m,04
AS,1999,3.0,,m,04
AS,2000,2.0,,m,04
AS,2001,2.0,,m,04
AS,2002,1.0,,m,04
AS,2003,2.0,,m,04
AS,2004,2.0,,m,04
AS,2005,3.0,,m,04
AS,2006,3.0,,m,04
AS,2007,0.0,,m,04
AS,2008,0.0,,m,04
AT,1980,,,m,04
AT,1981,,,m,04
AT,1982,,,m,04
AT,1983,,,m,04
AT,1984,,,m,04
AT,1985,,,m,04
AT,1986,,,m,04
AT,1987,,,m,04
AT,1988,,,m,04
AT,1989,,,m,04
AT,1990,,,m,04
AT,1991,,,m,04
AT,1992,,,m,04
AT,1993,,,m,04
AT,1994,,,m,04
AT,1995,467.0,,m,04
AT,1996,442.0,,m,04
AT,1997,434.0,,m,04
AT,1998,381.0,,m,04
AT,1999,323.0,,m,04
AT,2000,324.0,,m,04
AT,2001,262.0,,m,04
AT,2002,220.0,,m,04
AT,2003,269.0,,m,04
AT,2004,216.0,,m,04
AT,2005,234.0,1.0,m,04
AT,2006,213.0,0.0,m,04
AT,2007,189.0,,m,04
AT,2008,,,m,04
AU,1980,,,m,04
AU,1981,,,m,04
AU,1982,,,m,04
AU,1983,,,m,04
AU,1984,,,m,04
AU,1985,,,m,04
AU,1986,,,m,04
AU,1987,,,m,04
AU,1988,,,m,04
AU,1989,,,m,04
AU,1990,,,m,04
AU,1991,,,m,04
AU,1992,,,m,04
AU,1993,557.0,,m,04
AU,1994,,,m,04
AU,1995,,,m,04
AU,1996,,,m,04
AU,1997,226.0,,m,04
AU,1998,203.0,,m,04
AU,1999,285.0,,m,04
AU,2000,251.0,,m,04
AU,2001,228.0,,m,04
AU,2002,210.0,,m,04
AU,2003,113.0,,m,04
AU,2004,285.0,,m,04
AU,2005,241.0,,m,04
AU,2006,269.0,1.0,m,04
AU,2007,281.0,0.0,m,04
AU,2008,299.0,,m,04
AZ,1980,,,m,04
AZ,1981,,,m,04
AZ,1982,,,m,04
AZ,1983,,,m,04
AZ,1984,,,m,04
AZ,1985,,,m,04
AZ,1986,,,m,04
AZ,1987,,,m,04
AZ,1988,,,m,04
AZ,1989,,,m,04
AZ,1990,,,m,04
AZ,1991,,,m,04
AZ,1992,,,m,04
AZ,1993,499.0,,m,04
AZ,1994,513.0,,m,04
AZ,1995,669.0,,m,04
AZ,1996,990.0,,m,04
AZ,1997,981.0,,m,04
AZ,1998,727.0,,m,04
AZ,1999,763.0,,m,04
AZ,2000,890.0,,m,04
AZ,2001,927.0,,m,04
AZ,2002,1661.0,,m,04
AZ,2003,1161.0,,m,04
AZ,2004,1472.0,,m,04
AZ,2005,1561.0,2.0,m,04
AZ,2006,1454.0,1.0,m,04
AZ,2007,1356.0,,m,04
AZ,2008,1409.0,,m,04
BA,1980,,,m,04
BA,1981,,,m,04
BA,1982,,,m,04
BA,1983,,,m,04
BA,1984,,,m,04
BA,1985,,,m,04
BA,1986,,,m,04
BA,1987,,,m,04
BA,1988,,,m,04
BA,1989,,,m,04
BA,1990,,,m,04
BA,1991,,,m,04
BA,1992,,,m,04
BA,1993,,,m,04
BA,1994,,,m,04
BA,1995,865.0,,m,04
BA,1996,927.0,,m,04
BA,1997,803.0,,m,04
BA,1998,640.0,,m,04
BA,1999,786.0,,m,04
BA,2000,759.0,,m,04
BA,2001,800.0,,m,04
BA,2002,526.0,,m,04
BA,2003,493.0,,m,04
BA,2004,889.0,,m,04
BA,2005,640.0,0.0,m,04
BA,2006,562.0,0.0,m,04
BA,2007,737.0,0.0,m,04
BA,2008,509.0,0.0,m,04
BB,1980,,,m,04
BB,1981,,,m,04
BB,1982,,,m,04
BB,1983,,,m,04
BB,1984,,,m,04
BB,1985,,,m,04
BB,1986,,,m,04
BB,1987,,,m,04
BB,1988,,,m,04
BB,1989,,,m,04
BB,1990,,,m,04
BB,1991,,,m,04
BB,1992,,,m,04
BB,1995,3.0,,m,04
BB,1996,3.0,,m,04
BB,1997,5.0,,m,04
BB,1998,4.0,,m,04
BB,1999,2.0,,m,04
BB,2000,3.0,,m,04
BB,2001,6.0,,m,04
BB,2002,5.0,,m,04
BB,2003,,,m,04
BB,2004,19.0,,m,04
BB,2005,,,m,04
BB,2006,4.0,,m,04
BB,2007,8.0,0.0,m,04
BB,2008,1.0,0.0,m,04
BD,1980,,,m,04
BD,1981,,,m,04
BD,1982,,,m,04
BD,1983,,,m,04
BD,1984,,,m,04
BD,1985,,,m,04
BD,1986,,,m,04
BD,1987,,,m,04
BD,1988,,,m,04
BD,1989,,,m,04
BD,1990,,,m,04
BD,1991,,,m,04
BD,1992,,,m,04
BD,1993,18993.0,,m,04
BD,1994,1710.0,,m,04
BD,1995,20524.0,,m,04
BD,1996,29674.0,,m,04
BD,1997,33117.0,,m,04
BD,1998,37737.0,,m,04
BD,1999,37821.0,,m,04
BD,2000,38484.0,,m,04
BD,2001,40777.0,,m,04
BD,2002,46811.0,,m,04
BD,2003,53618.0,,m,04
BD,2004,62694.0,,m,04
BD,2005,84848.0,,m,04
BD,2006,101967.0,,m,04
BD,2007,104296.0,,m,04
BD,2008,106373.0,,m,04
BE,1980,,,m,04
BE,1981,,,m,04
BE,1982,,,m,04
BE,1983,,,m,04
BE,1984,,,m,04
BE,1985,,,m,04
BE,1986,,,m,04
BE,1987,,,m,04
BE,1988,,,m,04
BE,1989,,,m,04
BE,1990,,,m,04
BE,1991,,,m,04
BE,1992,,,m,04
BE,1993,484.0,,m,04
BE,1994,427.0,,m,04
BE,1995,400.0,,m,04
BE,1996,364.0,,m,04
BE,1997,434.0,,m,04
BE,1998,418.0,,m,04
BE,1999,403.0,,m,04
BE,2000,409.0,,m,04
BE,2001,472.0,,m,04
BE,2002,419.0,,m,04
BE,2003,362.0,,m,04
BE,2004,391.0,,m,04
BE,2005,380.0,1.0,m,04
BE,2006,343.0,3.0,m,04
BE,2007,322.0,1.0,m,04
BE,2008,311.0,2.0,m,04
BF,1980,,,m,04
BF,1981,,,m,04
BF,1982,,,m,04
BF,1983,,,m,04
BF,1984,,,m,04
BF,1985,,,m,04
BF,1986,,,m,04
BF,1987,,,m,04
BF,1988,,,m,04
BF,1989,,,m,04
BF,1990,,,m,04
BF,1991,,,m,04
BF,1993,,,m,04
BF,1994,561.0,,m,04
BF,1995,1028.0,,m,04
BF,1996,1381.0,,m,04
BF,1997,1126.0,,m,04
BF,1998,1331.0,,m,04
BF,1999,1411.0,,m,04
BF,2000,1560.0,,m,04
BF,2001,1522.0,,m,04
BF,2002,1544.0,,m,04
BF,2003,1703.0,,m,04
BF,2004,1926.0,,m,04
BF,2005,2294.0,,m,04
BF,2006,2659.0,,m,04
BF,2007,2614.0,2.0,m,04
BF,2008,2756.0,,m,04
BG,1980,,,m,04
BG,1981,,,m,04
BG,1982,,,m,04
BG,1983,,,m,04
BG,1984,,,m,04
BG,1985,,,m,04
BG,1986,,,m,04
BG,1987,,,m,04
BG,1988,,,m,04
BG,1989,,,m,04
BG,1990,,,m,04
BG,1991,,,m,04
BG,1992,,,m,04
BG,1993,,,m,04
BG,1994,3096.0,,m,04
BG,1995,1087.0,,m,04
BG,1996,903.0,,m,04
BG,1997,1037.0,,m,04
BG,1998,1325.0,,m,04
BG,1999,1697.0,,m,04
BG,2000,2524.0,,m,04
BG,2001,897.0,,m,04
BG,2002,1007.0,,m,04
BG,2003,1254.0,,m,04
BG,2004,1315.0,,m,04
BG,2005,1214.0,0.0,m,04
BG,2006,1307.0,,m,04
BG,2007,1080.0,2.0,m,04
BG,2008,1020.0,1.0,m,04
BH,1980,,,m,04
BH,1981,,,m,04
BH,1982,,,m,04
BH,1983,,,m,04
BH,1984,,,m,04
BH,1985,,,m,04
BH,1986,,,m,04
BH,1987,,,m,04
BH,1988,,,m,04
BH,1989,,,m,04
BH,1990,,,m,04
BH,1991,,,m,04
BH,1992,,,m,04
BH,1993,82.0,,m,04
BH,1995,17.0,,m,04
BH,1996,31.0,,m,04
BH,1997,22.0,,m,04
BH,1998,25.0,,m,04
BH,1999,21.0,,m,04
BH,2000,23.0,,m,04
BH,2001,23.0,,m,04
BH,2002,17.0,,m,04
BH,2003,16.0,,m,04
BH,2004,69.0,,m,04
BH,2005,101.0,,m,04
BH,2006,98.0,,m,04
BH,2007,109.0,,m,04
BH,2008,141.0,0.0,m,04
BI,1980,,,m,04
BI,1981,,,m,04
BI,1982,,,m,04
BI,1983,,,m,04
BI,1984,,,m,04
BI,1985,,,m,04
BI,1986,,,m,04
BI,1987,,,m,04
BI,1988,,,m,04
BI,1989,,,m,04
BI,1990,,,m,04
BI,1991,,,m,04
BI,1992,,,m,04
BI,1993,1861.0,,m,04
BI,1994,1527.0,,m,04
BI,1995,1121.0,,m,04
BI,1996,1533.0,,m,04
BI,1997,2022.0,,m,04
BI,1998,2782.0,,m,04
BI,1999,2924.0,,m,04
BI,2000,,,m,04
BI,2001,3040.0,,m,04
BI,2002,2791.0,,m,04
BI,2003,3087.0,,m,04
BI,2004,3277.0,,m,04
BI,2005,3262.0,,m,04
BI,2006,3119.0,,m,04
BI,2007,3595.0,0.0,m,04
BI,2008,3610.0,,m,04
BJ,1980,,,m,04
BJ,1981,,,m,04
BJ,1982,,,m,04
BJ,1983,,,m,04
BJ,1984,,,m,04
BJ,1985,,,m,04
BJ,1986,,,m,04
BJ,1987,,,m,04
BJ,1988,,,m,04
BJ,1989,,,m,04
BJ,1990,,,m,04
BJ,1991,,,m,04
BJ,1992,,,m,04
BJ,1993,1653.0,,m,04
BJ,1994,1618.0,,m,04
BJ,1995,1839.0,,m,04
BJ,1996,1868.0,,m,04
BJ,1997,1939.0,,m,04
BJ,1998,1988.0,,m,04
BJ,1999,2192.0,,m,04
BJ,2000,2286.0,,m,04
BJ,2001,,,m,04
BJ,2002,2415.0,,m,04
BJ,2003,2438.0,,m,04
BJ,2004,2582.0,,m,04
BJ,2005,2739.0,,m,04
BJ,2006,2943.0,,m,04
BJ,2007,,,m,04
BJ,2008,2966.0,,m,04
BM,1980,,,m,04
BM,1981,,,m,04
BM,1982,,,m,04
BM,1983,,,m,04
BM,1984,,,m,04
BM,1985,,,m,04
BM,1986,,,m,04
BM,1987,,,m,04
BM,1988,,,m,04
BM,1989,,,m,04
BM,1990,,,m,04
BM,1991,,,m,04
BM,1992,,,m,04
BM,1995,2.0,,m,04
BM,1996,0.0,,m,04
BM,1997,,,m,04
BM,1998,0.0,,m,04
BM,1999,0.0,,m,04
BM,2000,0.0,,m,04
BM,2001,0.0,,m,04
BM,2002,0.0,,m,04
BM,2003,,,m,04
BM,2004,0.0,,m,04
BM,2005,,,m,04
BM,2006,2.0,,m,04
BM,2007,,,m,04
BM,2008,,,m,04
BN,1980,,,m,04
BN,1981,,,m,04
BN,1982,,,m,04
BN,1983,,,m,04
BN,1984,,,m,04
BN,1985,,,m,04
BN,1986,,,m,04
BN,1987,,,m,04
BN,1988,,,m,04
BN,1989,,,m,04
BN,1990,,,m,04
BN,1992,,,m,04
BN,1993,68.0,,m,04
BN,1997,0.0,,m,04
BN,1998,,,m,04
BN,1999,102.0,,m,04
BN,2000,84.0,,m,04
BN,2001,95.0,,m,04
BN,2002,112.0,,m,04
BN,2003,121.0,,m,04
BN,2004,115.0,,m,04
BN,2005,101.0,,m,04
BN,2006,128.0,,m,04
BN,2007,136.0,0.0,m,04
BN,2008,132.0,0.0,m,04
BO,1980,,,m,04
BO,1981,,,m,04
BO,1982,,,m,04
BO,1983,,,m,04
BO,1984,,,m,04
BO,1985,,,m,04
BO,1986,,,m,04
BO,1987,,,m,04
BO,1988,,,m,04
BO,1989,,,m,04
BO,1990,,,m,04
BO,1991,,,m,04
BO,1992,,,m,04
BO,1993,6833.0,,m,04
BO,1994,6905.0,,m,04
BO,1995,7010.0,,m,04
BO,1996,6949.0,,m,04
BO,1997,6458.0,,m,04
BO,1998,6750.0,,m,04
BO,1999,6673.0,,m,04
BO,2000,6458.0,,m,04
BO,2001,6672.0,,m,04
BO,2002,6829.0,,m,04
BO,2003,6344.0,,m,04
BO,2004,6213.0,,m,04
BO,2005,6278.0,,m,04
BO,2006,5788.0,,m,04
BO,2007,5686.0,,m,04
BO,2008,6048.0,,m,04
BR,1980,,,m,04
BR,1981,,,m,04
BR,1982,,,m,04
BR,1983,,,m,04
BR,1984,,,m,04
BR,1985,,,m,04
BR,1986,,,m,04
BR,1987,,,m,04
BR,1988,,,m,04
BR,1989,,,m,04
BR,1990,,,m,04
BR,1991,,,m,04
BR,1992,,,m,04
BR,1994,39167.0,,m,04
BR,1995,45650.0,,m,04
BR,1996,44503.0,,m,04
BR,1997,43490.0,,m,04
BR,1998,43554.0,,m,04
BR,1999,41619.0,,m,04
BR,2000,41186.0,,m,04
BR,2001,38478.0,,m,04
BR,2002,41371.0,,m,04
BR,2003,39938.0,,m,04
BR,2004,42881.0,,m,04
BR,2005,42093.0,,m,04
BR,2006,41117.0,136.0,m,04
BR,2007,38444.0,175.0,m,04
BR,2008,37697.0,115.0,m,04
BS,1980,,,m,04
BS,1981,,,m,04
BS,1982,,,m,04
BS,1983,,,m,04
BS,1984,,,m,04
BS,1985,,,m,04
BS,1986,,,m,04
BS,1987,,,m,04
BS,1988,,,m,04
BS,1989,,,m,04
BS,1990,,,m,04
BS,1991,,,m,04
BS,1992,,,m,04
BS,1993,41.0,,m,04
BS,1994,41.0,,m,04
BS,1995,38.0,,m,04
BS,1996,25.0,,m,04
BS,1997,57.0,,m,04
BS,1998,30.0,,m,04
BS,1999,37.0,,m,04
BS,2000,56.0,,m,04
BS,2001,,,m,04
BS,2002,32.0,,m,04
BS,2003,29.0,,m,04
BS,2004,37.0,,m,04
BS,2006,,,m,04
BS,2007,32.0,0.0,m,04
BS,2008,31.0,0.0,m,04
BT,1980,,,m,04
BT,1981,,,m,04
BT,1982,,,m,04
BT,1983,,,m,04
BT,1984,,,m,04
BT,1985,,,m,04
BT,1986,,,m,04
BT,1987,,,m,04
BT,1988,,,m,04
BT,1989,,,m,04
BT,1990,,,m,04
BT,1991,,,m,04
BT,1992,,,m,04
BT,1993,,,m,04
BT,1994,352.0,,m,04
BT,1995,367.0,,m,04
BT,1996,308.0,,m,04
BT,1997,284.0,,m,04
BT,1998,270.0,,m,04
BT,1999,315.0,,m,04
BT,2000,347.0,,m,04
BT,2001,359.0,,m,04
BT,2002,364.0,,m,04
BT,2003,360.0,,m,04
BT,2004,356.0,,m,04
BT,2005,308.0,,m,04
BT,2006,312.0,,m,04
BT,2007,328.0,,m,04
BT,2008,351.0,,m,04
BW,1980,,,m,04
BW,1981,,,m,04
BW,1982,,,m,04
BW,1983,,,m,04
BW,1984,,,m,04
BW,1985,,,m,04
BW,1986,,,m,04
BW,1987,,,m,04
BW,1988,,,m,04
BW,1989,,,m,04
BW,1990,,,m,04
BW,1991,,,m,04
BW,1992,,,m,04
BW,1993,1508.0,,m,04
BW,1994,1668.0,,m,04
BW,1995,1903.0,,m,04
BW,1996,2530.0,,m,04
BW,1997,2824.0,,m,04
BW,1998,3112.0,,m,04
BW,1999,2746.0,,m,04
BW,2000,3091.0,,m,04
BW,2001,3057.0,,m,04
BW,2002,3334.0,,m,04
BW,2003,3050.0,,m,04
BW,2004,3127.0,,m,04
BW,2005,3170.0,,m,04
BW,2006,3252.0,,m,04
BW,2007,3002.0,,m,04
BW,2008,3351.0,4.0,m,04
BY,1980,,,m,04
BY,1981,,,m,04
BY,1982,,,m,04
BY,1983,,,m,04
BY,1984,,,m,04
BY,1985,,,m,04
BY,1986,,,m,04
BY,1987,,,m,04
BY,1988,,,m,04
BY,1989,,,m,04
BY,1990,,,m,04
BY,1991,,,m,04
BY,1992,,,m,04
BY,1993,1493.0,,m,04
BY,1994,1775.0,,m,04
BY,1995,1845.0,,m,04
BY,1996,2117.0,,m,04
BY,1997,2273.0,,m,04
BY,1998,5047.0,,m,04
BY,1999,2769.0,,m,04
BY,2000,2547.0,,m,04
BY,2001,2341.0,,m,04
BY,2002,,,m,04
BY,2003,1018.0,,m,04
BY,2004,1109.0,,m,04
BY,2005,1235.0,,m,04
BY,2006,1072.0,,m,04
BY,2007,1051.0,,m,04
BY,2008,1060.0,,m,04
BZ,1980,,,m,04
BZ,1981,,,m,04
BZ,1982,,,m,04
BZ,1983,,,m,04
BZ,1984,,,m,04
BZ,1985,,,m,04
BZ,1986,,,m,04
BZ,1987,,,m,04
BZ,1988,,,m,04
BZ,1989,,,m,04
BZ,1990,,,m,04
BZ,1991,,,m,04
BZ,1992,,,m,04
BZ,1993,50.0,,m,04
BZ,1994,36.0,,m,04
BZ,1995,36.0,,m,04
BZ,1996,46.0,,m,04
BZ,1997,32.0,,m,04
BZ,1998,52.0,,m,04
BZ,1999,48.0,,m,04
BZ,2000,44.0,,m,04
BZ,2001,53.0,,m,04
BZ,2002,71.0,,m,04
BZ,2003,62.0,,m,04
BZ,2004,34.0,,m,04
BZ,2005,59.0,,m,04
BZ,2006,60.0,0.0,m,04
BZ,2007,54.0,1.0,m,04
BZ,2008,83.0,0.0,m,04
CA,1980,951.0,,m,04
CA,1981,803.0,,m,04
CA,1982,812.0,,m,04
CA,1983,771.0,,m,04
CA,1984,811.0,,m,04
CA,1985,791.0,,m,04
CA,1986,752.0,,m,04
CA,1987,668.0,,m,04
CA,1988,682.0,,m,04
CA,1989,652.0,,m,04
CA,1990,549.0,,m,04
CA,1991,543.0,,m,04
CA,1992,506.0,,m,04
CA,1993,488.0,,m,04
CA,1994,483.0,,m,04
CA,1995,436.0,,m,04
CA,1996,430.0,,m,04
CA,1997,473.0,,m,04
CA,1998,438.0,,m,04
CA,1999,455.0,,m,04
CA,2000,492.0,,m,04
CA,2001,458.0,,m,04
CA,2002,408.0,,m,04
CA,2003,332.0,,m,04
CA,2004,438.0,,m,04
CA,2005,433.0,,m,04
CA,2006,407.0,1.0,m,04
CA,2007,463.0,4.0,m,04
CA,2008,488.0,0.0,m,04
CD,1980,,,m,04
CD,1981,,,m,04
CD,1982,,,m,04
CD,1983,,,m,04
CD,1984,,,m,04
CD,1985,,,m,04
CD,1986,,,m,04
CD,1987,,,m,04
CD,1988,,,m,04
CD,1989,,,m,04
CD,1990,,,m,04
CD,1991,,,m,04
CD,1992,,,m,04
CD,1993,14924.0,,m,04
CD,1994,,,m,04
CD,1995,20914.0,,m,04
CD,1996,24125.0,,m,04
CD,1997,24609.0,,m,04
CD,1998,33442.0,,m,04
CD,1999,34923.0,,m,04
CD,2000,36123.0,,m,04
CD,2001,42054.0,,m,04
CD,2002,44518.0,,m,04
CD,2003,53578.0,,m,04
CD,2004,62192.0,,m,04
CD,2005,65040.0,,m,04
CD,2006,63488.0,,m,04
CD,2007,66099.0,,m,04
CD,2008,69477.0,,m,04
CF,1980,,,m,04
CF,1981,,,m,04
CF,1982,,,m,04
CF,1983,,,m,04
CF,1984,,,m,04
CF,1985,,,m,04
CF,1986,,,m,04
CF,1987,,,m,04
CF,1988,,,m,04
CF,1989,,,m,04
CF,1990,,,m,04
CF,1991,,,m,04
CF,1995,1794.0,,m,04
CF,1996,1992.0,,m,04
CF,1997,2267.0,,m,04
CF,1998,2637.0,,m,04
CF,1999,2725.0,,m,04
CF,2000,,,m,04
CF,2001,1382.0,,m,04
CF,2002,2758.0,,m,04
CF,2003,2818.0,,m,04
CF,2004,2923.0,,m,04
CF,2005,2153.0,,m,04
CF,2006,4448.0,,m,04
CF,2007,,,m,04
CF,2008,4232.0,,m,04
CG,1980,,,m,04
CG,1981,,,m,04
CG,1982,,,m,04
CG,1983,,,m,04
CG,1984,,,m,04
CG,1985,,,m,04
CG,1986,,,m,04
CG,1987,,,m,04
CG,1988,,,m,04
CG,1989,,,m,04
CG,1990,,,m,04
CG,1991,,,m,04
CG,1992,,,m,04
CG,1993,,,m,04
CG,1994,1691.0,,m,04
CG,1995,2013.0,,m,04
CG,1996,2505.0,,m,04
CG,1997,1984.0,,m,04
CG,1998,2044.0,,m,04
CG,1999,2222.0,,m,04
CG,2000,4218.0,,m,04
CG,2001,4319.0,,m,04
CG,2002,5019.0,,m,04
CG,2003,3477.0,,m,04
CG,2004,4121.0,,m,04
CG,2005,3640.0,,m,04
CG,2006,3340.0,,m,04
CG,2007,3552.0,,m,04
CG,2008,3371.0,,m,04
CH,1980,,,m,04
CH,1981,,,m,04
CH,1982,,,m,04
CH,1983,,,m,04
CH,1984,,,m,04
CH,1985,,,m,04
CH,1986,,,m,04
CH,1987,,,m,04
CH,1988,,,m,04
CH,1989,,,m,04
CH,1990,,,m,04
